0,3.51E+17,"2013-06-29, 08:00:02, BST",rdotsidney,fringe,"#Toronto #Fringe #Festival – ежегодный фестиваль театра известных и не очень известных художников, который... http://t.co/EEn7vbMcG5"
0,3.51E+17,"2013-06-29, 08:00:02, BST",EhhuuRu,toronto,"#Toronto #Fringe #Festival – ежегодный фестиваль театра известных и не очень известных художников, который... http://t.co/EEn7vbMcG5"
0,3.51E+17,"2013-06-29, 08:00:03, BST",Nickthestone,arcticmonkeys,RU Mine? http://t.co/3IzNzLeRGj #Glasto #ArcticMonkeys
0,3.51E+17,"2013-06-29, 08:00:04, BST",alberto_tkj,articmonkeys,RT @Sheridansmith1: Alex Turner is hot! Talent is such a turn on #glastonbury #articmonkeys #bbc2 #loveahashtag ;)
1,3.51E+17,"2013-06-29, 08:00:05, BST",edenelectronic,loveahashtag,RT @Sheridansmith1: Alex Turner is hot! Talent is such a turn on #glastonbury #articmonkeys #bbc2 #loveahashtag ;)
0,3.51E+17,"2013-06-29, 08:00:06, BST",evitaskourleti,joseph,At the races! #joseph #sillyboy #lovehim #bestfriend #lux #goodtimes joeyycorsten http://t.co/dd09uyZRom
1,3.51E+17,"2013-06-29, 08:00:06, BST",ilovefilmneek84,sillyboy,At the races! #joseph #sillyboy #lovehim #bestfriend #lux #goodtimes joeyycorsten http://t.co/dd09uyZRom
1,3.51E+17,"2013-06-29, 08:00:06, BST",ChapmansSTHWOLD,lovehim,At the races! #joseph #sillyboy #lovehim #bestfriend #lux #goodtimes joeyycorsten http://t.co/dd09uyZRom
1,3.51E+17,"2013-06-29, 08:00:08, BST",Bully5HVFC,bowie,"""@BBCr4today: And here''s John with Phill Jupitus #bbcglasto #r4today http://t.co/ZoamRB3oi2"" But can he pronounce #Bowie yet?"
1,3.51E+17,"2013-06-29, 08:00:09, BST",filaceroblog,brianstorm,#arcticmonkeys #brianstorm  #RUmine #glasto
1,3.51E+17,"2013-06-29, 08:00:09, BST",John_Connole,rumine,#arcticmonkeys #brianstorm  #RUmine #glasto
1,3.51E+17,"2013-06-29, 08:00:10, BST",maplintweet,alexturner,"review of arctic monkeys, alt-j, haim and jake bugg at glastonbury http://t.co/q6GFXaIyRv #latestmusic #alexturner"
1,3.51E+17,"2013-06-29, 08:00:10, BST",yorkshirefashQ,hardrockcalling2013,#Kasabian #HardRockCalling2013 #festival #cider #happyface #bouncingoffthewalls
0,3.51E+17,"2013-06-29, 08:00:14, BST",susanriley66,kasabian,#Kasabian #HardRockCalling2013 #festival #cider #happyface #bouncingoffthewalls
0,3.51E+17,"2013-06-29, 08:00:14, BST",fod3,cider,#Kasabian #HardRockCalling2013 #festival #cider #happyface #bouncingoffthewalls
0,3.51E+17,"2013-06-29, 08:00:16, BST",lynsey_reid,happyface,#Kasabian #HardRockCalling2013 #festival #cider #happyface #bouncingoffthewalls
0,3.51E+17,"2013-06-29, 08:00:17, BST",MarkQui76712024,bouncingoffthewalls,#Kasabian #HardRockCalling2013 #festival #cider #happyface #bouncingoffthewalls
0,3.51E+17,"2013-06-29, 08:00:17, BST",ms_angie_marie,brimfulofasha,Only 1 better drummer than Matt Helders from Arctic Monkeys ...the geezer from Cornershop #glastonbury #arcticmonkeys #brimfulofasha
0,3.51E+17,"2013-06-29, 08:00:18, BST",shannonhoey_x,sevalesoñar,que envidia #arcticmonkeys #Glastonbury me hubiera encantado estar ahí #sevalesoñar http://t.co/EJFpJdWh3r
0,3.51E+17,"2013-06-29, 08:00:18, BST",aycsoft,jakebugg,Nottingham''s Jake Bugg to play Glastonbury tonight http://t.co/jDh63sLhyF #jakebugg
1,3.51E+17,"2013-06-29, 08:00:21, BST",SportingLife,notjealous,"@Boothy4england my fav song by far, u reckon @Ballwanks would have rambled across the fields to see em? #arcticmonkeys #notjealous #honest"
0,3.51E+17,"2013-06-29, 08:00:21, BST",dead5arah,honest,"@Boothy4england my fav song by far, u reckon @Ballwanks would have rambled across the fields to see em? #arcticmonkeys #notjealous #honest"
1,3.51E+17,"2013-06-29, 08:00:21, BST",pittipitt,quierounoasi,#AlexTurner #Glastonbury #musica #quierounoasi ... Octubre te espero con ansias http://t.co/t46SrIhTVK
0,3.51E+17,"2013-06-29, 08:00:21, BST",cjfred_,goodchoice,Seems like most people on here are going to Hard Rock Calling and not in Glastonbury #goodchoice #weller #mileskane #kasabian
0,3.51E+17,"2013-06-29, 08:00:22, BST",DJShortstop21,weller,Seems like most people on here are going to Hard Rock Calling and not in Glastonbury #goodchoice #weller #mileskane #kasabian
0,3.51E+17,"2013-06-29, 08:00:22, BST",TheMakersBandTM,mileskane,Seems like most people on here are going to Hard Rock Calling and not in Glastonbury #goodchoice #weller #mileskane #kasabian
0,3.51E+17,"2013-06-29, 08:00:23, BST",arcticlea,seasicksteve,Truly awful din #seasicksteve #glasto #radio6
0,3.51E+17,"2013-06-29, 08:00:23, BST",carlofeb,kasa,RT @TheYoungMods: Seems like most people on here are going to Hard Rock Calling and not in Glastonbury #goodchoice #weller #mileskane #kasa…
0,3.51E+17,"2013-06-29, 08:00:23, BST",lavaIava,am,RT @shanaldo12: Yes he''s a scumbag don''t you knowww #AM #glastonbury #needtobethere
1,3.51E+17,"2013-06-29, 08:00:23, BST",thoughtybot,forealz,"Arctic Monkeys at Glastonbury, why couldn''t I be there :''( #nexttime #forealz"
0,3.51E+17,"2013-06-29, 08:00:25, BST",furby2009,nexttime,"Arctic Monkeys at Glastonbury, why couldn''t I be there :''( #nexttime #forealz"
0,3.51E+17,"2013-06-29, 08:00:28, BST",brunobocutti,indie,https://t.co/anWL2FZLtQ whole @ArcticMonkeys gig from Glasto 2013 #glastonbury #arcticmonkeys #music #indie #rock #guitar #live #alexturner
0,3.51E+17,"2013-06-29, 08:00:28, BST",AlyaDaniati,certainromance,RT @Cundy91: BEST SONG THEY EVER MADE #ARCTICMONKEYS #CERTAINROMANCE
0,3.51E+17,"2013-06-29, 08:00:29, BST",Sexcitingplay,southside13,Alex Turner #arcticmonkeys #southside13 http://t.co/DXK7HY8Pc4
0,3.51E+17,"2013-06-29, 08:00:29, BST",Scentorialist,southside,Alex Turner #arcticmonkeys #southside http://t.co/8I1X3dfRNd
0,3.51E+17,"2013-06-29, 08:00:29, BST",3XT1,controversialtweet,"Take it #arcticmonkeys were good at Glastonbury then, because at Vfest they were awful! #controversialtweet"
0,3.51E+17,"2013-06-29, 08:00:30, BST",StantonWarriors,vintagefair,Places I''d love 2b this weekend #Silverstone #glastonbury #HardRockCalling2013 @selinalake ''s #VintageFair sadly I will be stuck at home :(
0,3.51E+17,"2013-06-29, 08:00:31, BST",rubygalvan,liamgallagher,RT @scyhodotcom: Oasis'' Liam Gallagher at the Glastonbury Festival on June 26th 1994. #Oasis #LiamGallagher http://t.co/i4VrW7I9Sn
0,3.51E+17,"2013-06-29, 08:00:32, BST",RhodriMilsom12,socute,Hair Feathers perfect for #Festival season  #Love #SoCute http://t.co/KEgnhsWmq3
1,3.51E+17,"2013-06-29, 08:00:33, BST",Tigersue66,elvis,@ElvisandUs @Elvis_News ''#Elvis was super shocking'' @MickJagger #r4today #Bbcglasto http://t.co/DvxjDSq8qs
1,3.51E+17,"2013-06-29, 08:00:34, BST",Baldovi08,ineedchurch,"Watching @professorgreen Glastonbury set, sooooo need to see him again @kezzak81 #lovehim #ineedchurch #AREYOUGETTINGENOUGH"
1,3.51E+17,"2013-06-29, 08:00:35, BST",smiful,areyougettingenough,Awake and hungover watching @professorgreen at Glastonbury. Wish I was there! #AREYOUGETTINGENOUGH
1,3.51E+17,"2013-06-29, 08:00:36, BST",connorwalsh,swfc,Arctic Monkeys at Glastonbury 2013 Full Set #sheffield #0114 #swfc #sufc http://t.co/gr8FM37Jsf
1,3.51E+17,"2013-06-29, 08:00:36, BST",_charlottegr,sufc,Arctic Monkeys at Glastonbury 2013 Full Set #sheffield #0114 #swfc #sufc http://t.co/gr8FM37Jsf
1,3.51E+17,"2013-06-29, 08:00:36, BST",AlannaTaylor97,iplayer,#arcticmonkeys very good Mardy bum / cornerstone  #iplayer meant a nice early night
1,3.51E+17,"2013-06-29, 08:00:38, BST",SnazzyTrinkets,onlyhaveonesong,#arcticmonkeys ? More like Arctic Numpties. #onlyhaveonesong
1,3.51E+17,"2013-06-29, 08:00:38, BST",TashaLabelle,twodoorcinemaclub,Recording pretty much all of Glastonbury. #benhoward #twodoorcinemaclub #articmonkeys #vampireweekend #wishiwasthere
1,3.51E+17,"2013-06-29, 08:00:38, BST",PecintaMovie,vampireweekend,Recording pretty much all of Glastonbury. #benhoward #twodoorcinemaclub #articmonkeys #vampireweekend #wishiwasthere
1,3.51E+17,"2013-06-29, 08:00:40, BST",MagdalenaHK,wishiwasthere,Arctic monkeys were so good on Glastonbury #wishiwasthere
1,3.51E+17,"2013-06-29, 08:00:40, BST",mattyhyson,mosquitoes,Worse thing is having a bug bit on your foot... #fml #mosquitoes #fu
1,3.51E+17,"2013-06-29, 08:00:42, BST",TopFootballNews,fu,Worse thing is having a bug bit on your foot... #fml #mosquitoes #fu
1,3.51E+17,"2013-06-29, 08:00:44, BST",emmahoneybone,lovethiscity,Two weeks left living in Minneapolis. Jerking back the tears every time someone brings it up... #LoveThisCity #Minneapolis #Home #Moving
1,3.51E+17,"2013-06-29, 08:00:44, BST",chrismul12,minneapolis,Two weeks left living in Minneapolis. Jerking back the tears every time someone brings it up... #LoveThisCity #Minneapolis #Home #Moving
1,3.51E+17,"2013-06-29, 08:00:46, BST",lwh85,moving,Two weeks left living in Minneapolis. Jerking back the tears every time someone brings it up... #LoveThisCity #Minneapolis #Home #Moving
1,3.51E+17,"2013-06-29, 08:00:49, BST",triiciialynn,cuddlebuddy,"I can''t ever sleep when other people are driving home, but let the hubby drive…out like a light. #misshim #cuddlebuddy #home"
1,3.51E+17,"2013-06-29, 08:00:51, BST",goodrocker,misshim,"I can''t ever sleep when other people are driving home, but let the hubby drive…out like a light. #misshim #cuddlebuddy #home"
1,3.51E+17,"2013-06-29, 08:00:51, BST",danieljammmm,3morehours,Feels so good to be back! #home #3morehours #godscountry http://t.co/ZGYkj5Q5Sy
1,3.51E+17,"2013-06-29, 08:00:51, BST",LadyDurrant,godscountry,Feels so good to be back! #home #3morehours #godscountry http://t.co/ZGYkj5Q5Sy
1,3.51E+17,"2013-06-29, 08:00:51, BST",OfficialTrol_,needtickets,Watching #arcticmonkeys set has just set me up for the day! Bloody awesome as always. #needtickets
1,3.51E+17,"2013-06-29, 08:00:52, BST",TheLexidyVZ,when,Wish I saw Arctic Monkeys and Tame Impala at #Glastonbury. :( #when
1,3.51E+17,"2013-06-29, 08:00:52, BST",anantrpathak,uto,RT @lukewhich1: loving owls on cookies guitar strap #arcticmonkeys #swfc #uto #massive literally #wawaw
1,3.51E+17,"2013-06-29, 08:00:52, BST",Raihan_AR,massive,RT @lukewhich1: loving owls on cookies guitar strap #arcticmonkeys #swfc #uto #massive literally #wawaw
1,3.51E+17,"2013-06-29, 08:00:52, BST",RADicalArtists,wawaw,RT @lukewhich1: loving owls on cookies guitar strap #arcticmonkeys #swfc #uto #massive literally #wawaw
1,3.51E+17,"2013-06-29, 08:00:52, BST",harriet_philo,savages,"Back from #glastonbury Where the dew drops cry and the cats meow. Very exhausted-but worth it for #PORTISHEAD, #DINOSAURJR, #SAVAGES, #GOAT"
1,3.51E+17,"2013-06-29, 08:00:53, BST",annorable,sothere,While everyone raved about #arcticmonkeys (or noise as I call it) I watched Music & Lyrics starring @HackedOffHugh & I enjoyed it! #sothere
1,3.51E+17,"2013-06-29, 08:00:54, BST",TheOneJoeSanger,g,"RT @chchchchelsea: After negotiating a field of guide ropes in the dark, I finally understand how Tom Cruise felt in Mission Impossible. #g…"
1,3.51E+17,"2013-06-29, 08:00:57, BST",coopscynon15,mardybum,@robynleee so coooool! They must come to SA! Or we must just go to #glasto cc @ChrisSweetumsD @weldedgrass @matt_drumuiz #MardyBum
1,3.51E+17,"2013-06-29, 08:00:58, BST",HuffPostUKEnt,bowiestate,En route to London for the #Bowie exhibition - trying to escape my rage about the fact Im not at #glastonbury #BowieState
1,3.51E+17,"2013-06-29, 08:01:00, BST",filaceroblog,ugh,"""The couple also sported matching his and hers Hunter wellies"" #GLASTO #UGH"
1,3.51E+17,"2013-06-29, 08:01:00, BST",PowerProdns,dodgyaccent,"""Your''re not from New York City, you''re from Rotherham"" #glastonbury #AlexTurner #DodgyAccent"
1,3.51E+17,"2013-06-29, 08:01:03, BST",RamaOyee,sorry,"70s=#glastonbury, 21st century=space travel #lostonme #sorry #enjoy"
1,3.51E+17,"2013-06-29, 08:01:05, BST",AmyaEpstein,getyourearstested,"Arctic monkeys are shit, Alex Turner is shit. #getyourearstested #arcticmonkeys"
1,3.51E+17,"2013-06-29, 08:01:05, BST",morkov4a_,coldplay,watched the Arctic Monkeys last night at #Glastonbury still glad I''m at home - best part of the set was when they strummed #coldplay lol
1,3.51E+17,"2013-06-29, 08:01:06, BST",Blonde_Sazzle,workaholics,there''s two things in the world I can never get enough of #workaholics and #arcticmonkeys c:
1,3.51E+17,"2013-06-29, 08:01:07, BST",noise_jam,arctics,#arctics were good but what was Alex turners accent about?! #glastonbury x
1,3.51E+17,"2013-06-29, 08:01:08, BST",dianalouiise,vip,RT @GvanderGarde: @McGregorFashion have given me 2 #vip #paddockclub #tickets to give to you for today in #silverstone #rt this message and…
1,3.51E+17,"2013-06-29, 08:01:08, BST",polythenemonkey,losttheplotlongtimeago,Arctic monkeys have new hair cuts and guitars every time I see them... Wtf #glastonbury #arcticmonkeys #losttheplotlongtimeago
1,3.51E+17,"2013-06-29, 08:01:09, BST",MassyFunk,song,唄祭り八百八 http://t.co/R5MqYJpRxL #808 #Song #Festival
1,3.51E+17,"2013-06-29, 08:01:09, BST",Site4Guitarists,brave,RT @Chino_Wanker: I think it’s well #brave and #indie for #Glasto to let that #homeless man perform. #Oxfam really do some fantastic work. …
1,3.51E+17,"2013-06-29, 08:01:10, BST",bizzybunty,homeless,RT @Chino_Wanker: I think it’s well #brave and #indie for #Glasto to let that #homeless man perform. #Oxfam really do some fantastic work. …
1,3.51E+17,"2013-06-29, 08:01:12, BST",FanzMUFC,oxfam,RT @Chino_Wanker: I think it’s well #brave and #indie for #Glasto to let that #homeless man perform. #Oxfam really do some fantastic work. …
1,3.51E+17,"2013-06-29, 08:01:12, BST",barbaracadabra,legendary,~0114~ #glastonbury #crowd #legendary #arcticmonkeys #AM #alexturner #jamiecook #matthelders… http://t.co/OGTbFPXqZy
1,3.51E+17,"2013-06-29, 08:01:14, BST",joyabarhouche,jamiecook,~0114~ #glastonbury #crowd #legendary #arcticmonkeys #AM #alexturner #jamiecook #matthelders… http://t.co/OGTbFPXqZy
1,3.51E+17,"2013-06-29, 08:01:14, BST",beedbox,matthelders,~0114~ #glastonbury #crowd #legendary #arcticmonkeys #AM #alexturner #jamiecook #matthelders… http://t.co/OGTbFPXqZy
1,3.51E+17,"2013-06-29, 08:01:14, BST",wikaniko,imboutstoblasttheac,To freakkkin hot to sleep!!! #imboutstoblasttheAC #waitelectricitybillfinnabeoffthechain #fml #stud http://t.co/Zqzt8whrMj
1,3.51E+17,"2013-06-29, 08:01:15, BST",robsie_b,waitelectricitybillfinnabeoffthechain,To freakkkin hot to sleep!!! #imboutstoblasttheAC #waitelectricitybillfinnabeoffthechain #fml #stud http://t.co/Zqzt8whrMj
1,3.51E+17,"2013-06-29, 08:01:16, BST",MadMitchMc,stud,To freakkkin hot to sleep!!! #imboutstoblasttheAC #waitelectricitybillfinnabeoffthechain #fml #stud http://t.co/Zqzt8whrMj
1,3.51E+17,"2013-06-29, 08:01:18, BST",Alie_lou12,animation,Do I Wanna Know? by Arctic Monkeys music video. https://t.co/Xu0kUYhVqD #arcticmonkeys #musicvideo #animation
1,3.51E+17,"2013-06-29, 08:01:18, BST",CathairK,spittingbars,Ahahahaha @AlexxEvenss told me that I was sleep talking last night !!! #spittingbars #arcticmonkeys
1,3.51E+17,"2013-06-29, 08:01:20, BST",V_Ivarsson,robbiewilliams,Too much excitement for one weekend! #RobbieWilliams #BritishGP #TDF2013 #DiamondLeague
1,3.51E+17,"2013-06-29, 08:01:21, BST",aydanaciri,beehive,Bow Down Bitches... #Beehive #Beygood #Beyinspirational #Beyonce #MrsCarter #UK http://t.co/b3Ze6F2cmX
1,3.51E+17,"2013-06-29, 08:01:22, BST",MissElaineNess,beygood,Bow Down Bitches... #Beehive #Beygood #Beyinspirational #Beyonce #MrsCarter #UK http://t.co/b3Ze6F2cmX
1,3.51E+17,"2013-06-29, 08:01:23, BST",eddyrobinson14,beyinspirational,Bow Down Bitches... #Beehive #Beygood #Beyinspirational #Beyonce #MrsCarter #UK http://t.co/b3Ze6F2cmX
1,3.51E+17,"2013-06-29, 08:01:25, BST",NewsREALTALK,beyonce,Bow Down Bitches... #Beehive #Beygood #Beyinspirational #Beyonce #MrsCarter #UK http://t.co/b3Ze6F2cmX
1,3.51E+17,"2013-06-29, 08:01:25, BST",julianbarocchi,mrscarter,Bow Down Bitches... #Beehive #Beygood #Beyinspirational #Beyonce #MrsCarter #UK http://t.co/b3Ze6F2cmX
1,3.51E+17,"2013-06-29, 08:01:27, BST",MODEjohn,dogblood,Skrillex & Boys Noize #dogblood @ Glastonbury Festival Of Contemporary Performing Arts http://t.co/WAn8AAJaMu
1,3.51E+17,"2013-06-29, 08:01:27, BST",Sage0718,gohard,@boysnoize @Skrillex #dogblood set of the century you guys nailed it #gohard #glastonbury
1,3.51E+17,"2013-06-29, 08:01:27, BST",OsmanZehrAkkurt,dizeerascal,Well that was some first day feeling abit rough but its all worth it #jakebugg #dizeerascal #arcticmonkeys #glastonbury
1,3.51E+17,"2013-06-29, 08:01:28, BST",devii_eonnie,theguardian,At #Glasto reading #theguardian waiting to see #jakebugg on the pyramid stage http://t.co/kwbpWq5RWp
1,3.51E+17,"2013-06-29, 08:01:28, BST",StFilansDream,flare,#arcticmonkeys #glastonbury #flare http://t.co/NavYt2o8bT
1,3.51E+17,"2013-06-29, 08:01:28, BST",apartyofseven,arcticmonkeysglastonbury,Re-watching Glastonbury ''13 <3<3 #arcticmonkeysglastonbury
1,3.51E+17,"2013-06-29, 08:01:29, BST",Framisglobal,newcastle,I better get arctic monkeys tickets mind #newcastle #arcticmonkeys
1,3.51E+17,"2013-06-29, 08:01:29, BST",BellaMammella,nowlistening,"We''ve come too far to give up who we are
So let''s raise the bar ''n our cups to the stars @daftpunk @Pharrell #getlucky #nowlistening #genius"
1,3.51E+17,"2013-06-29, 08:01:31, BST",VancityBuzz,notrealfans,All the people in the front row waving their arms but not 1of them knows the words to chorus of Pretty Visitors #NotRealFans #ArcticMonkeys
1,3.51E+17,"2013-06-29, 08:01:31, BST",charlottewbu,sheffieldaccent,#alexturner has believed the hype & now thinks he''s #elvis strangest #sheffieldaccent I''ve heard in a long time...#articmonkeys #glastonbury
1,3.51E+17,"2013-06-29, 08:01:31, BST",Arab_News,arcticm,"RT @andrewRgilmour: Irony, he''s singing about someone talking with a fake accent etc while talking with a fake accent. #AlexTurner #ArcticM…"
1,3.51E+17,"2013-06-29, 08:01:31, BST",poppyster,qualityband,Arctic Monkeys #glastonbury #QualityBand #MardyBum #WhenTheSunGoesDown #TuneAfterTune http://t.co/XXZ9Pww9jd
1,3.51E+17,"2013-06-29, 08:01:34, BST",Hey_its_Livvyxo,whenthesungoesdown,Arctic Monkeys #glastonbury #QualityBand #MardyBum #WhenTheSunGoesDown #TuneAfterTune http://t.co/XXZ9Pww9jd
